name,rating,reviews,details,highly_rated,critically_rated
Regency Hospital,4.2,(213),Healthcare | Kanpur +8 other locations,"Work Life Balance, Work Satisfaction, Company Culture",None
Government of Andhra Pradesh,4.0,(213),Government | Hyderabad / Secunderabad +60 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Grassroots BPO,3.7,(213),BPO | Bangalore / Bengaluru +7 other locations,None,"Job Security, Work Life Balance"
Malabar Group Of Companies,3.7,(216),Jewellery | Kozhikode +45 other locations,None,"Job Security, Work Life Balance"
MAN Truck & Bus,3.0,(215),Automobile | Pune +18 other locations,None,"Job Security, Work Life Balance"
Velnik India,3.3,(215),Beauty & Personal Care | Indore +39 other locations,None,"Job Security, Work Life Balance"
Oswaal Books and Learning Private Limited,4.3,(216),Printing & Publishing | Agra +10 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
Emerald Jewel Industry India,3.6,(214),Jewellery | Coimbatore +11 other locations,Job Security,Job Security
Noida Power Company,4.2,(213),Power | Greater Noida +11 other locations,"Job Security, Company Culture, Work Life Balance",None
Regency Hospital,4.2,(213),Healthcare | Kanpur +8 other locations,"Work Life Balance, Work Satisfaction, Company Culture",None
Crescent Foundry,3.9,(212),Metals & Mining | Kolkata +13 other locations,None,"Work Life Balance, Work Satisfaction, Company Culture"
Suntory Global Spirits,3.9,(215),Beverage | Gurgaon / Gurugram +47 other locations,"Company Culture, Work Life Balance, Salary & Benefits","Company Culture, Work Life Balance, Salary & Benefits"
Sraco,3.9,(212),Engineering & Construction | Dammam +23 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
Prime Focus,3.8,(212),Animation & VFX | Mumbai +11 other locations,None,"Work Life Balance, Job Security"
Sears Holdings,2.9,(212),Retail | Pune +8 other locations,None,"Work Life Balance, Job Security"
Ensure Support Services,4.2,(212),IT Services & Consulting | Chennai +45 other locations,"Work Satisfaction, Skill Development / Learning, Company Culture",None
Brinton Pharmaceuticals,4.0,(212),Pharma | Pune +32 other locations,"Job Security, Salary & Benefits, Company Culture",None
Accel IT Services,3.6,(215),IT Services & Consulting | Chennai +50 other locations,None,"Job Security, Salary & Benefits, Company Culture"
Cargo Service Center India,3.7,(212),Logistics | New Delhi +11 other locations,None,"Job Security, Salary & Benefits, Company Culture"
Fresher Than Fresh,3.9,(214),Retail | Hyderabad / Secunderabad +40 other locations,"Work Satisfaction, Skill Development / Learning, Company Culture",None
Metacube Software,3.9,(214),IT Services & Consulting | Jaipur +4 other locations,"Work Life Balance, Job Security, Company Culture","Work Life Balance, Job Security, Company Culture"
Infineon Technologies,3.8,(214),Semiconductors | Bangalore / Bengaluru +7 other locations,Work Life Balance,Work Life Balance
Malladi Drugs & Pharmaceuticals,3.8,(213),Pharma | Chennai +12 other locations,Job Security,Job Security
Century Enka,4.1,(213),Fashion & Textile | Pune +13 other locations,"Job Security, Skill Development / Learning, Company Culture","Job Security, Skill Development / Learning, Company Culture"
Fresenius Medical Care,3.7,(212),Healthcare | Gurgaon / Gurugram +30 other locations,Job Security,Job Security
MINTIFI,3.5,(213),Internet | Mumbai +69 other locations,None,Job Security
Snowman Logistics,4.2,(213),Logistics | Bangalore / Bengaluru +26 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Netenrich Technologies,3.6,(214),Software Product | Hyderabad / Secunderabad +5 other locations,None,"Job Security, Skill Development / Learning, Company Culture"
Reliance Cement Company,4.2,(211),Building Material | Maihar +29 other locations,"Job Security, Company Culture, Work Life Balance",None
Binary Semantics,3.7,(212),IT Services & Consulting | Gurgaon / Gurugram +9 other locations,None,"Job Security, Company Culture, Work Life Balance"
Motorola,4.2,(211),Consumer Electronics & Appliances | Bangalore / Bengaluru +54 other locations,"Work Life Balance, Company Culture, Job Security",None
Student Life,4.0,(213),Non-Profit | Kolkata +40 other locations,"Skill Development / Learning, Work Life Balance, Job Security",None
Century Pulp & Paper,3.9,(211),Pulp & Paper | Lalkuan +17 other locations,Job Security,Job Security
Save the Children,4.5,(211),Non-Profit | Gurgaon / Gurugram +36 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
S Chand Group,4.2,(211),Printing & Publishing | New Delhi +32 other locations,"Work Life Balance, Job Security, Company Culture",None
Bacardi,3.8,(212),Beverage | Gurgaon / Gurugram +52 other locations,Salary & Benefits,Salary & Benefits
Toshiba Software India,3.7,(212),IT Services & Consulting | Bangalore / Bengaluru +5 other locations,Job Security,Job Security
Roha Dyechem,3.2,(212),Food Processing | Mumbai +9 other locations,None,Job Security
Omnicom Media Group,2.9,(214),Marketing & Advertising | Bangalore / Bengaluru +12 other locations,None,Job Security
ARCIS e Services,3.6,(213),BPO | Gurgaon / Gurugram +9 other locations,Job Security,Job Security
Appsierra,4.4,(211),IT Services & Consulting | Noida +16 other locations,"Company Culture, Work Satisfaction, Promotions / Appraisal",None
Save the Children,4.5,(211),Non-Profit | Gurgaon / Gurugram +36 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
ARCIS e Services,3.6,(213),BPO | Gurgaon / Gurugram +9 other locations,Job Security,Job Security
Oncquest Laboratories,3.5,(211),Healthcare | New Delhi +28 other locations,None,Job Security
Appsierra,4.4,(211),IT Services & Consulting | Noida +16 other locations,"Company Culture, Work Satisfaction, Promotions / Appraisal",None
United Alliance Technology,4.9,(211),IT Services & Consulting | Pune +6 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
MeritNation,3.6,(210),EdTech | New Delhi +20 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Grauer & Weil (i),3.5,(212),Chemicals | Mumbai +24 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Edward Food Research and Analysis Centre,4.1,(210),Analytics & KPO | Kolkata +3 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",None
Trivitron Healthcare,3.4,(210),Medical Equipment | Chennai +16 other locations,None,"Skill Development / Learning, Salary & Benefits, Company Culture"
Bajaj Healthcare,3.4,(211),Pharma | Vadodara +11 other locations,None,"Skill Development / Learning, Salary & Benefits, Company Culture"
Verifacts Services,3.6,(210),Recruitment | Bangalore / Bengaluru +10 other locations,None,"Skill Development / Learning, Salary & Benefits, Company Culture"
Kuwait Oil Company,4.5,(210),Oil & Gas | Chennai +16 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Catch Foods,4.0,(211),Food Processing | Noida +58 other locations,"Salary & Benefits, Company Culture, Work Life Balance","Salary & Benefits, Company Culture, Work Life Balance"
J.M Baxi & Co,4.0,(211),Ports & Shipping | Mumbai +23 other locations,"Job Security, Work Life Balance, Work Satisfaction","Job Security, Work Life Balance, Work Satisfaction"
M.J Global,4.3,(210),Packaging | Noida +9 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",None
99acres,3.9,(211),Internet | Noida +26 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Bazar India,3.7,(211),Retail | Gurgaon / Gurugram +54 other locations,None,"Job Security, Work Life Balance"
Javi Systems,3.6,(210),IT Services & Consulting | Gurgaon / Gurugram +33 other locations,None,"Job Security, Work Life Balance"
Gujarat State Fertilizers & Chemicals,4.4,(211),Agro Chemicals | Vadodara +26 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Newgen Knowledge Works,3.3,(210),Printing & Publishing | Chennai +10 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Income Tax Department India,4.4,(210),Government | New Delhi +80 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Work Life Balance, Company Culture, Work Satisfaction"
Javi Systems,3.6,(210),IT Services & Consulting | Gurgaon / Gurugram +33 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Informatica Business Solutions,3.9,(210),Software Product | Bangalore / Bengaluru +3 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Work Life Balance, Company Culture, Salary & Benefits"
JP Infra,3.8,(210),Real Estate | Mumbai +8 other locations,None,"Work Life Balance, Company Culture, Salary & Benefits"
Casio India Company,3.0,(211),Consumer Electronics & Appliances | New Delhi +25 other locations,None,"Work Life Balance, Company Culture, Salary & Benefits"
Dbs Mintek,3.4,(212),Financial Services | Pune +17 other locations,None,"Work Life Balance, Company Culture, Salary & Benefits"
Sophos Technologies,3.8,(209),Software Product | Ahmedabad +6 other locations,"Work Life Balance, Company Culture","Work Life Balance, Company Culture"
Anand Rathi: Online Stock Trading & Advisory,3.7,(209),Financial Services | Mumbai +38 other locations,Work Life Balance,Work Life Balance
Insecticides India,4.2,(209),Agro Chemicals | Bharuch +35 other locations,"Job Security, Work Life Balance, Salary & Benefits",None
Namdev Finvest,4.3,(210),Financial Services | Jaipur +49 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Securens System,4.0,(210),Law Enforcement & Security | Mumbai +35 other locations,"Work Life Balance, Skill Development / Learning","Work Life Balance, Skill Development / Learning"
Ketto,3.8,(209),Internet | Mumbai +5 other locations,"Company Culture, Work Life Balance","Company Culture, Work Life Balance"
Born Group,3.6,(209),Marketing & Advertising | Chennai +10 other locations,None,"Company Culture, Work Life Balance"
Rakon,3.6,(210),Electronics Manufacturing | Bangalore / Bengaluru +4 other locations,Job Security,Job Security
The Institute Of Chartered Accountants,3.7,(209),Education & Training | New Delhi +46 other locations,None,Job Security
Vanderlande Industries,3.9,(211),Logistics | Pune +8 other locations,"Work Life Balance, Company Culture, Job Security","Work Life Balance, Company Culture, Job Security"
PhyCARE Solutions,3.9,(211),Healthcare | Hyderabad / Secunderabad +5 other locations,"Job Security, Work Life Balance, Skill Development / Learning","Job Security, Work Life Balance, Skill Development / Learning"
Maharishi Vidya Mandir,4.2,(210),Education & Training | Chennai +73 other locations,"Work Life Balance, Company Culture, Job Security",None
Birla Opus Paints,3.9,(220),Mumbai +87 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Skill Development / Learning, Company Culture, Work Life Balance"
greytHR,4.0,(211),Software Product | Bangalore / Bengaluru +15 other locations,"Work Life Balance, Skill Development / Learning, Company Culture","Work Life Balance, Skill Development / Learning, Company Culture"
Hitachi Astemo Rajasthan Brake Systems,4.3,(210),Auto Components | Neemrana +17 other locations,"Work Life Balance, Company Culture, Job Security",None
SasMos HET Technologies,3.8,(209),Electrical Equipment | Bangalore / Bengaluru +6 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Skill Development / Learning, Work Life Balance, Work Satisfaction"
Navata Road Transport,3.6,(211),Logistics | Vijayawada +31 other locations,None,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
Bombay Rayon Fashions,3.6,(210),Fashion & Textile | Mumbai +17 other locations,None,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
Scania,4.0,(210),Auto Components | Bangalore / Bengaluru +20 other locations,"Company Culture, Work Life Balance","Company Culture, Work Life Balance"
Trackon Courier,3.5,(209),Logistics | New Delhi +53 other locations,None,"Company Culture, Work Life Balance"
RSM US in India,3.4,(214),Management Consulting | Gurgaon / Gurugram +9 other locations,None,"Company Culture, Work Life Balance"
Sanjeev Auto Parts Manufacturers,4.0,(208),Auto Components | Aurangabad +3 other locations,"Skill Development / Learning, Company Culture, Salary & Benefits",None
Plada Infotech Services,3.6,(208),IT Services & Consulting | Mumbai +40 other locations,None,"Skill Development / Learning, Company Culture, Salary & Benefits"
Trimble,4.2,(209),IT Services & Consulting | Chennai +14 other locations,"Work Life Balance, Company Culture, Job Security","Work Life Balance, Company Culture, Job Security"
Strada,3.6,(208),Hyderabad / Secunderabad +24 other locations,None,"Work Life Balance, Company Culture, Job Security"
University of Petroleum & Energy Studies,3.7,(209),Education & Training | Dehradun +11 other locations,Work Life Balance,Work Life Balance
Netaxis IT Solutions,4.0,(208),IT Services & Consulting | Chennai +2 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",None
National Insurance Company,4.2,(208),Insurance | Kolkata +72 other locations,"Work Life Balance, Job Security, Company Culture",None
Utkarsh Classes,4.3,(208),EdTech | Jodhpur +6 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Bandhan KOnnagar,3.6,(211),Non-Profit | Kolkata +53 other locations,Salary & Benefits,Salary & Benefits
Corizo,3.8,(231),Education & Training | Bangalore / Bengaluru +11 other locations,"Company Culture, Skill Development / Learning",None
CapeStart,4.4,(209),IT Services & Consulting | Nagercoil +3 other locations,"Company Culture, Job Security, Skill Development / Learning",None
FOX Solutions,3.7,(210),Industrial Machinery | Nashik +17 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Varmora Granito,4.2,(209),Building Material | Ahmedabad +55 other locations,"Work Life Balance, Salary & Benefits, Company Culture",None
Airproducts,3.8,(208),Chemicals | Pune +13 other locations,"Work Life Balance, Salary & Benefits, Company Culture","Work Life Balance, Salary & Benefits, Company Culture"
Welspun Global Brands,3.9,(210),Fashion & Textile | Mumbai +31 other locations,Skill Development / Learning,Skill Development / Learning
Alivira Animal Health,3.9,(209),Pharma | Visakhapatnam +14 other locations,"Work Life Balance, Salary & Benefits","Work Life Balance, Salary & Benefits"
Butterfly Gandhimathi Appliances,4.1,(209),Consumer Electronics & Appliances | Chennai +31 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Hicare Services,3.8,(207),Facility Management Services | Mumbai +24 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Sterling Talent Solutions,3.9,(207),Internet | Mumbai +3 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Naandi Foundation,3.8,(208),Non-Profit | Hyderabad / Secunderabad +47 other locations,"Skill Development / Learning, Work Satisfaction","Skill Development / Learning, Work Satisfaction"
Gold's Gym,4.0,(207),Fitness & Wellness | Mumbai +48 other locations,None,"Skill Development / Learning, Work Satisfaction"
IIFL Securities,3.6,(209),Financial Services | Mumbai +35 other locations,None,"Skill Development / Learning, Work Satisfaction"
Zee Learn,3.9,(208),Education & Training | Mumbai +29 other locations,Job Security,Job Security
FICO,4.0,(208),Software Product | Bangalore / Bengaluru +5 other locations,"Work Life Balance, Company Culture, Job Security",None
Vcare Call Center,3.3,(207),BPO | Noida +10 other locations,None,"Work Life Balance, Company Culture, Job Security"
Technique Control Facility Management,3.7,(207),Facility Management Services | Bangalore / Bengaluru +21 other locations,Skill Development / Learning,Skill Development / Learning
Creamy foods,3.8,(209),Food Processing | New Delhi +38 other locations,None,Skill Development / Learning
Tata Memorial Centre,4.1,(210),Healthcare | Mumbai +19 other locations,Skill Development / Learning,Skill Development / Learning
Utkarsh India,3.2,(207),Industrial Machinery | Kolkata +16 other locations,None,Skill Development / Learning
AAJ Supply Chain Management,3.9,(207),Logistics | New Delhi +18 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",None
Health & Glow,4.1,(207),Beauty & Personal Care | Bangalore / Bengaluru +13 other locations,"Work Life Balance, Job Security, Company Culture",None
Organic India,4.2,(208),FMCG | Lucknow +47 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Chennai Petroleum Corporation,4.4,(208),Oil & Gas | Chennai +8 other locations,"Job Security, Work Satisfaction, Skill Development / Learning",None
Organic India,4.2,(208),FMCG | Lucknow +47 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
JGC Corporation,4.4,(206),Engineering & Construction | Chennai +14 other locations,"Company Culture, Job Security, Work Life Balance",None
ExpertCallers,3.6,(206),BPO | Bangalore / Bengaluru +7 other locations,None,"Company Culture, Job Security, Work Life Balance"
Petrofac Engineering India,4.2,(206),Petrochemicals | Mumbai +11 other locations,"Skill Development / Learning, Work Satisfaction, Salary & Benefits","Skill Development / Learning, Work Satisfaction, Salary & Benefits"
Schneider Electric Infrastructure,4.2,(206),Electrical Equipment | Vadodara +22 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Skill Development / Learning, Company Culture, Work Life Balance"
Reecomps Teleservices,3.8,(206),Telecom | Mumbai +43 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Joyson Safety Systems,3.9,(210),Auto Components | Chennai +9 other locations,"Company Culture, Job Security","Company Culture, Job Security"
Yashi Consulting Services,3.6,(206),IT Services & Consulting | Gurgaon / Gurugram +21 other locations,None,"Company Culture, Job Security"
Unicorn Infosolutions,3.4,(206),Retail | New Delhi +17 other locations,None,"Company Culture, Job Security"
Smc Insurance Brokers,3.6,(206),Insurance | New Delhi +31 other locations,None,"Company Culture, Job Security"
Amazon Distributors,4.0,(206),New Delhi +32 other locations,Work Life Balance,None
Keller Ground Engineering,4.1,(207),Engineering & Construction | Chennai +24 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",None
Valmet,4.1,(206),Oil & Gas | Pune +13 other locations,"Work Life Balance, Company Culture, Job Security","Work Life Balance, Company Culture, Job Security"
Mogli labs,3.5,(208),Internet | Noida +23 other locations,None,"Work Life Balance, Company Culture, Job Security"
Tata Tele Business Services,3.6,(208),Telecom | Mumbai +21 other locations,None,"Work Life Balance, Company Culture, Job Security"
Dyninno India,3.9,(211),IT Services & Consulting | Gurgaon / Gurugram +4 other locations,"Salary & Benefits, Company Culture, Work Life Balance","Salary & Benefits, Company Culture, Work Life Balance"
Bajaj Finserv Health,3.4,(206),Internet | Pune +32 other locations,Job Security,Job Security
Milk Mantra Dairy,3.6,(208),Food Processing | Bhubaneswar +25 other locations,None,Job Security
Netsmartz Infotech,3.4,(210),IT Services & Consulting | Chandigarh +7 other locations,None,Job Security
Upwork,4.4,(207),Internet | Bangalore / Bengaluru +26 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Galaxy Weblinks,3.7,(206),IT Services & Consulting | Indore +9 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Equifax,3.3,(208),IT Services & Consulting | Bangalore / Bengaluru +12 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Bright Life Care,4.0,(206),Fitness & Wellness | Gurgaon / Gurugram +41 other locations,"Salary & Benefits, Work Life Balance, Company Culture","Salary & Benefits, Work Life Balance, Company Culture"
Prabhat Dairy,3.9,(206),FMCG | Mumbai +22 other locations,Skill Development / Learning,Skill Development / Learning
Bajaj Allianz,3.8,(207),Pune +84 other locations,Salary & Benefits,None
OmniActive Health Technologies,3.5,(208),Fitness & Wellness | Pune +12 other locations,None,Salary & Benefits
Hinduja Group,4.1,(205),Automobile | Chennai +54 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
Box8,3.6,(205),Hospitality | Mumbai +17 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
SEABIRD LOGISOLUTIONS,3.8,(207),Logistics | Gurgaon / Gurugram +29 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Xplore-Tech Services,3.1,(205),BPO | Kolkata +10 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Shalina Healthcare,3.6,(207),Pharma | Pune +9 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Faber India,4.3,(207),Consumer Electronics & Appliances | Pune +44 other locations,"Work Life Balance, Company Culture, Job Security",None
MARG ERP,3.5,(205),Accounting & Auditing | New Delhi +31 other locations,None,"Work Life Balance, Company Culture, Job Security"
Teleindia Networks,3.8,(206),Telecom | Bangalore / Bengaluru +24 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",None
Vision Express,3.8,(205),Retail | Bangalore / Bengaluru +34 other locations,"Skill Development / Learning, Salary & Benefits","Skill Development / Learning, Salary & Benefits"
Aarti Steels,3.9,(207),Iron & Steel | Cuttack +11 other locations,None,"Skill Development / Learning, Salary & Benefits"
GEETANJALI HOMESTATE,4.0,(204),Real Estate | Gurgaon / Gurugram +6 other locations,"Skill Development / Learning, Company Culture, Promotions / Appraisal",None
Vilas Javdekar Developers,3.7,(207),Real Estate | Pune +4 other locations,None,"Skill Development / Learning, Company Culture, Promotions / Appraisal"
Ivy Hospital,3.5,(204),Healthcare | Chandigarh +12 other locations,None,"Skill Development / Learning, Company Culture, Promotions / Appraisal"
Marathon Realty,4.0,(204),Real Estate | Mumbai +7 other locations,"Company Culture, Job Security, Work Life Balance","Company Culture, Job Security, Work Life Balance"
Globus Infocom,4.2,(205),EdTech | Noida +24 other locations,"Salary & Benefits, Promotions / Appraisal, Company Culture",None
Shorthills AI,4.3,(204),Emerging Technologies | Gurgaon / Gurugram +3 other locations,"Work Life Balance, Company Culture, Job Security",None
Sterling Hospitals,4.0,(205),Healthcare | Ahmedabad +14 other locations,"Company Culture, Work Life Balance","Company Culture, Work Life Balance"
Red Tape,3.4,(205),New Delhi +54 other locations,None,"Company Culture, Work Life Balance"
Mantri Developers,3.4,(204),Real Estate | Bangalore / Bengaluru +6 other locations,None,"Company Culture, Work Life Balance"
Isc Projects,3.8,(205),Engineering & Construction | Pune +31 other locations,None,"Company Culture, Work Life Balance"
Toyota Financial Services,3.6,(206),Financial Services | Bangalore / Bengaluru +43 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Innoplexus,4.0,(204),IT Services & Consulting | Pune +1 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
Calpion Software Technologies,3.3,(207),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,None,"Company Culture, Work Life Balance, Skill Development / Learning"
Nippon Express,4.0,(206),Logistics | Bangalore / Bengaluru +31 other locations,"Job Security, Company Culture, Work Life Balance",None
Thirumalai Chemicals,4.0,(205),Chemicals | Chennai +10 other locations,"Job Security, Skill Development / Learning, Work Life Balance","Job Security, Skill Development / Learning, Work Life Balance"
Aegis Logistics,3.7,(205),Oil & Gas | Mumbai +27 other locations,Job Security,Job Security
J. C. Penney,4.1,(204),Retail | Bangalore / Bengaluru +7 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Ncsi Technologies,2.9,(205),IT Services & Consulting | Pune +5 other locations,None,"Company Culture, Work Life Balance, Job Security"
Venkateshwar Hospital,3.7,(206),Healthcare | New Delhi +8 other locations,None,"Company Culture, Work Life Balance, Job Security"
CRB Tech Solution,3.5,(203),EdTech | Pune +8 other locations,None,"Company Culture, Work Life Balance, Job Security"
TNT Express,4.3,(203),Logistics | Mumbai +33 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",None
FarEye,3.1,(203),Noida +6 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
Dee Vee Projects,3.7,(204),Engineering & Construction | Raipur +33 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
British Airways,3.1,(204),Aviation | New Delhi +10 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
Rajasthan Patrika,3.2,(203),Broadcasting | Jaipur +41 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
Excelra Knowledge Solutions,3.6,(204),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
Danieli,3.6,(203),Industrial Machinery | Chennai +13 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
Rostfrei Steels,4.1,(204),Industrial Machinery | New Delhi +9 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Fujitec,3.9,(204),Electronics Manufacturing | Chennai +23 other locations,Job Security,Job Security
JSG Group,3.7,(203),Auto Components | New Delhi +10 other locations,None,Job Security
Parle Elizabeth Tools,3.7,(203),Industrial Machinery | Ahmedabad +10 other locations,None,Job Security
Galgotias University,3.1,(203),Education & Training | Greater Noida +11 other locations,None,Job Security
St. John's Medical College Hospital,4.1,(203),Analytics & KPO | Bangalore / Bengaluru +9 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Government of West Bengal,3.5,(202),Government | Kolkata +35 other locations,Job Security,Job Security
Affluent Global Services,3.1,(202),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,None,Job Security
Ultra Corpotech,4.0,(204),Industrial Machinery | Pune +2 other locations,"Skill Development / Learning, Job Security","Skill Development / Learning, Job Security"
MM Forgings,3.7,(203),Iron & Steel | Chennai +20 other locations,None,"Skill Development / Learning, Job Security"
Shangri-la Hotels & Resorts,4.2,(202),Hospitality | New Delhi +21 other locations,"Skill Development / Learning, Company Culture, Job Security",None
Madhucon Projects,3.4,(203),Engineering & Construction | Hyderabad / Secunderabad +32 other locations,None,"Skill Development / Learning, Company Culture, Job Security"
MAN Energy Solutions,3.8,(203),Industrial Machinery | Aurangabad +10 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
Jaypee Hotels,4.0,(202),Hospitality | New Delhi +14 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
Hill International,4.1,(203),Engineering & Construction | Mumbai +23 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
Globus Stores,3.9,(203),Retail | Mumbai +32 other locations,Skill Development / Learning,Skill Development / Learning
Navneet Education,3.9,(203),Printing & Publishing | Mumbai +32 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Segula Technologies,3.6,(203),Industrial Machinery | Chennai +6 other locations,Work Life Balance,Work Life Balance
Terex,3.8,(204),Industrial Machinery | Bangalore / Bengaluru +14 other locations,None,Work Life Balance
EGIS,4.1,(203),Power | Gurgaon / Gurugram +53 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Work Life Balance, Company Culture, Salary & Benefits"
TRINAMIX,4.2,(202),IT Services & Consulting | Pune +4 other locations,"Job Security, Company Culture, Work Satisfaction",None
HOLITECH INDIA,4.0,(201),Electronics Manufacturing | Greater Noida +12 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
BridgeLabz Solutions,3.3,(202),EdTech | Mumbai +9 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Quality Council of India,3.5,(203),Government | New Delhi +17 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Myk Schomburg,3.9,(201),Chemicals | Hyderabad / Secunderabad +36 other locations,"Work Life Balance, Salary & Benefits","Work Life Balance, Salary & Benefits"
Chandigarh Group of Colleges,3.7,(203),Education & Training | Chandigarh +16 other locations,None,"Work Life Balance, Salary & Benefits"
MosChip Technologies,4.0,(201),Semiconductors | Hyderabad / Secunderabad +3 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Kapture CX,3.9,(201),Software Product | Bangalore / Bengaluru +8 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Electropneumatics & Hydraulics (I),3.9,(201),Industrial Machinery | Pune +7 other locations,Job Security,None
PMT Machines,3.4,(202),Industrial Machinery | Pune +12 other locations,None,Job Security
VGM Consultants,3.5,(206),Financial Services | Kolkata +34 other locations,None,Job Security
Irclass Systems And Solutions,4.1,(202),Ports & Shipping | Mumbai +27 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
Madhu Jayanti International,3.6,(201),FMCG | Kolkata +43 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Cordlife Sciences India,3.6,(201),Pharma | Kolkata +32 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Orchid Chemicals & Pharmaceuticals,3.6,(200),Pharma | Chennai +24 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
DigiCall Teleservices,4.0,(200),Telecom | Noida +13 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Super Auto Forge,3.8,(200),Industrial Machinery | Chennai +6 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
e-Procurement Technologies,3.2,(201),IT Services & Consulting | Ahmedabad +18 other locations,None,"Job Security, Skill Development / Learning"
ICFAI Business School,3.6,(200),Education & Training | Hyderabad / Secunderabad +45 other locations,None,"Job Security, Skill Development / Learning"
Crown Solutions,3.6,(202),IT Services & Consulting | Chennai +10 other locations,None,"Job Security, Skill Development / Learning"
Expertise Contracting Company,3.4,(200),Industrial Machinery | Chennai +12 other locations,None,"Job Security, Skill Development / Learning"
